,Country,Universities Names,University Place,Tuition Fees,Living Fees,Top Course,Exam Score
1541, Germany,"Luebeck University of Applied Sciences, Lubeck","Schleswig-Holstein, Germany",₹2L/Yr,,,
1542, Germany,"Mainz University of Applied Sciences, Mainz","Rhineland-Palatinate, Germany",₹61K/Yr,,,
1543, Germany,"Mannheim Business School, Mannheim","Baden-Wurttemberg, Germany",₹2L/Yr,,,
1544, Germany,"Neu Ulm University of Applied Sciences, Neu-Ulm","Bavaria, Germany",₹87K/Yr,,,
1545, Germany,"Muenster University of Applied Sciences, Munster","North Rhine-Westphalia, Germany",₹38K/Yr,,,
1546, Germany,"Nurtingen-Geislingen University, Nurtingen","Baden-Wurttemberg, Germany",₹2L/Yr,,,
1547, Germany,"Hochschule Pforzheim, Pforzheim","Baden-Wurttemberg, Germany",₹15K/Yr,,,
1548, Germany,"Regensburg University of Applied Sciences, Regensburg","Bavaria, Germany",₹52K/Yr,,,
1549, Germany,"Reutlingen University, Reutlingen","Baden-Wurttemberg, Germany",₹1L/Yr,,,
1550, Germany,"Rosenheim Technical University of Applied Sciences, Rosenheim","Bavaria, Germany",₹28L/Yr,,,
1551, Germany,"Saarland University of Applied Sciences, Saarbrucken","Saarland, Germany",₹16L/Yr,,,
1552, Germany,"Stralsund University of Applied Sciences, Stralsund","Mecklenburg-Vorpommern, Germany",₹30L/Yr,,,
1553, Germany,"EBS University, Oestrich-Winkel","Hesse, Germany",₹26L/Yr,,,
1554, Germany,"Worms University of Applied Sciences, Worms","Rhineland-Palatinate, Germany",₹35L/Yr,,,
1555, Netherlands,"The Hague University of Applied Sciences, The Hague","South Holland, Netherlands",₹25L/Yr,,,
1556, Uk,"Alliance Manchester Business School, Manchester","England, Uk",₹15L/Yr,,,
1557, Uk,"Cranfield School of Management, Bedford","England, Uk",₹14L/Yr,,,
1558, Uk,"Nottingham University Business School, Nottingham","England, Uk",₹20L/Yr,,,
1559, Uk,"Regent's University London, London","England, Uk",₹35L/Yr,,,
1560, Uk,"University College Birmingham, Birmingham","England, Uk",₹10L/Yr,,,
1561, Uk,"University of Bolton, Bolton","England, Uk",₹22L/Yr,,,
1562, Uk,"University of Buckingham, Buckingham","England, Uk",₹52L/Yr,,,
1563, Uk,"Warwick Business School, Coventry","England, Uk",₹6L/Yr,,,
1564, Singapore,"Singapore Institute of Management, Singapore","Singapore, Singapore",₹16L/Yr,,,
1565, Usa,"Harvard Extension School, Cambridge","Massachusetts, Usa",₹23L/Yr,,,
1566, Usa,"Harvard Kennedy School, Cambridge","Massachusetts, Usa",₹43L/Yr,,,
1567, Canada,"The Gerald Schwartz School of Business, Antigonish","Nova Scotia, Canada",₹51L/Yr,,,
1568, Australia,"Australian Graduate School of Management, Kensington","New South Wales, Australia",₹40L/Yr,,,
1569, Singapore,"National University of Singapore Business School, Singapore","Singapore, Singapore",₹36L/Yr,,,
1570, Uk,"Said Business School, Oxford","England, Uk",₹26L/Yr,,,
1571, Uk,"Cambridge Judge Business School, Cambridge","England, Uk",₹41L/Yr,,,
1572, Uk,"Imperial College Business School, London","England, Uk",₹50L/Yr,,,
1573, Uk,"Durham University Business School, Durham","England, Uk",₹49L/Yr,,,
1574, Uk,"Cass Business School, London","England, Uk",₹55L/Yr,,,
1575, Usa,"Stanford Graduate School of Business, Stanford","California, Usa",₹51L/Yr,,,
1576, Usa,"Harvard Business School, Boston","Massachusetts, Usa",₹39L/Yr,,,
1577, Usa,"The Wharton School, Philadelphia","Pennsylvania, Usa",₹58L/Yr,,,
1578, Usa,"MIT Sloan School of Management, Cambridge","Massachusetts, Usa",₹46L/Yr,,,
1579, Usa,"Columbia Business School, New York City","New York, Usa",₹70L/Yr,,,
1580, Usa,"Haas School of Business, Berkeley","California, Usa",₹54L/Yr,,,
1581, Usa,"Yale School of Management, New Haven","Connecticut, Usa",₹47L/Yr,,,
1582, Usa,"Kellogg School of Management, Evanston","Illinois, Usa",₹56L/Yr,,,
1583, Usa,"Tuck School of Business, Hanover","New Hampshire, Usa",₹35L/Yr,,,
1584, Usa,"The Fuqua School of Business, Durham","North Carolina, Usa",₹56L/Yr,,,
1585, Usa,"Darden School of Business, Charlottesville","Virginia, Usa",₹54L/Yr,,,
1586, Usa,"Stern School of Business, New York City","New York, Usa",₹49L/Yr,,,
1587, Usa,"Anderson School of Management, Los Angeles","California, Usa",₹50L/Yr,,,
1588, Usa,"Johnson Graduate School of Management, Ithaca","New York, Usa",₹28L/Yr,,,
1589, Usa,"Ross School of Business, Ann Arbor","Michigan, Usa",₹54L/Yr,,,
1590, Usa,"McDonough School of Business, Washington","District Of Columbia, Usa",₹29L/Yr,,,
1591, Usa,"Tepper School of Business, Pittsburgh","Pennsylvania, Usa",₹20L/Yr,,,
1592, Usa,"McCombs School of Business, Austin","Texas, Usa",₹27L/Yr,,,
1593, Usa,"Goizueta Business School, Atlanta","Georgia, Usa",₹39L/Yr,,,
1594, Usa,"Kelley School of Business, Bloomington","Indiana, Usa",₹60L/Yr,,,
1595, Usa,"Marshall Business School, Los Angeles","California, Usa",₹45L/Yr,,,
1596, Usa,"Foster School of Business, Seattle","Washington, Usa",₹55L/Yr,,,
1597, Usa,"UNC Kenan-Flagler Business School, Chapel Hill","North Carolina, Usa",₹29L/Yr,,,
1598, Usa,"Owen Graduate School of Management, Nashville","Tennessee, Usa",₹30L/Yr,,,
1599, Usa,"Olin Business School, St. Louis","Missouri, Usa",₹34L/Yr,,,
1600, Usa,"Mendoza College of Business, Notre Dame","Indiana, Usa",₹26L/Yr,,,
1601, Usa,"Scheller College of Business, Atlanta","Georgia, Usa",₹57L/Yr,,,
1602, Usa,"W. P. Carey School of Business, Tempe","Arizona, Usa",₹26L/Yr,,,
1603, Usa,"Smeal College of Business, University Park","Pennsylvania, Usa",₹19L/Yr,,,
1604, Usa,"Eli Broad College of Business, East Lansing","Michigan, Usa",₹34L/Yr,,,
1605, Usa,"Questrom School of Business, Boston","Massachusetts, Usa",₹34L/Yr,,,
1606, Usa,"Robert H. Smith School of Business, College Park","Maryland, Usa",₹52L/Yr,,,
1607, Usa,"Krannert School of Management, West Lafayette","Indiana, Usa",₹62L/Yr,,,
1608, Usa,"Wisconsin School of Business, Madison","Wisconsin, Usa",₹41L/Yr,,,
1609, Usa,"Carlson School of Management, Minneapolis","Minnesota, Usa",₹31L/Yr,,,
1610, Usa,"Simon Business School, Rochester","New York, Usa",₹21L/Yr,,,
1611, Usa,"Fisher College of Business, Columbus","Ohio, Usa",₹29L/Yr,,,
1612, Usa,"Cox School of Business, Dallas","Texas, Usa",₹29L/Yr,,,
1613, Usa,"Mays Business School, College Station","Texas, Usa",₹34L/Yr,,,
1614, Ireland,"Smurfit Graduate Business School, Dublin","Dublin, Ireland",₹32L/Yr,,,
1615, Uk,"Leeds University Business School, Leeds","England, Uk",₹13L/Yr,,,
1616, Uk,"School of Management, University of Bath, Bath","England, Uk",₹19L/Yr,,,
1617, Usa,"School of Business, University of Connecticut, Storrs","Connecticut, Usa",₹26L/Yr,,,
1618, Usa,"Rutgers Business School, Piscataway","New Jersey, Usa",₹13L/Yr,,,
1619, Canada,"Crandall University, Moncton","Newbrunswick, Canada",₹17L/Yr,,,
1620, Australia,"Deakin Business School, Melbourne","Victoria, Australia",₹20L/Yr,,,
1621, Australia,"The University of Sydney Business School, Sydney","New South Wales, Australia",₹23L/Yr,,,
1622, Australia,"Sydney Business School, University of Wollongong, Wollongong","New South Wales, Australia",₹25L/Yr,,,
1623, Australia,"Curtin Business School, Perth","Western Australia, Australia",₹24L/Yr,,,
1624, Australia,"La Trobe Business School, Melbourne","Victoria, Australia",₹22L/Yr,,,
1625, Australia,"School of Business, University of Western Australia, Perth","Western Australia, Australia",₹20L/Yr,,,
1626, Australia,"College of Business and Economics, Australian National University, Canberra","Australian Capital Territory , Australia",₹15L/Yr,,,
1627, Australia,"Macquarie Graduate School of Management, Sydney","New South Wales, Australia",₹26L/Yr,,,
1628, Australia,"Bond Business School, Gold Coast","Queensland, Australia",₹20L/Yr,,,
1629, Australia,"Victoria Graduate School of Business, Victoria University, Melbourne","Victoria, Australia",₹27L/Yr,,,
1630, Ireland,"Dublin City University Business School, Dublin","Dublin, Ireland",₹16L/Yr,,,
1631, Netherlands,"Nyenrode Business Universiteit, Breukelen","Utrecht, Netherlands",₹26L/Yr,,,
1632, New Zealand,"Otago Business School, Dunedin","South Island, New Zealand",₹20L/Yr,,,
1633, Uk,"Strathclyde Business School, Glasgow","Scotland, Uk",₹26L/Yr,,,
1634, Uk,"School of Business and Economics, Loughborough University, Loughborough","England, Uk",₹20L/Yr,,,
1635, Uk,"Surrey Business School, Guildford","England, Uk",₹24L/Yr,,,
1636, Uk,"Oxford Brookes Business School, Oxford","England, Uk",₹26L/Yr,,,
1637, Uk,"Sheffield University Management School, Sheffield","England, Uk",₹23L/Yr,,,
1638, Uk,"Middlesex University Business School, London","England, Uk",₹23L/Yr,,,
1639, Uk,"Brunel Business School, London","England, Uk",₹20L/Yr,,,
1640, Uk,"University of Exeter Business School, Exeter","England, Uk",₹27L/Yr,,,
1641, Uk,"Aston Business School, Birmingham","England, Uk",₹49L/Yr,,,
1642, Uk,"University of Liverpool Management School, Liverpool","England, Uk",₹28L/Yr,,,
1643, Uk,"School of Management, University of Bradford, Bradford","England, Uk",₹30L/Yr,,,
1644, Uk,"Southampton Business School, Southampton","England, Uk",₹27L/Yr,,,
1645, Usa,"Foisie Business School, Worcester","Massachusetts, Usa",₹21L/Yr,,,
1646, Usa,"Gatton College of Business and Economics, Lexington","Kentucky, Usa",₹26L/Yr,,,
1647, Usa,"College of Business, Oregon State University, Corvallis","Oregon, Usa",₹14L/Yr,,,
1648, Usa,"Trulaske College of Business, University of Missouri, Columbia","Missouri, Usa",₹41L/Yr,,,
1649, Usa,"Sam M. Walton College of Business, Fayetteville","Arkansas, Usa",₹51L/Yr,,,
1650, Usa,"Coles College of Business, Kennesaw State University, Kennesaw","Georgia, Usa",₹23L/Yr,,,
1651, Usa,"Zicklin School of Business, New York City","New York, Usa",₹16L/Yr,,,
1652, Usa,"College of Business and Economics, Lehigh University, Bethlehem","Pennsylvania, Usa",₹13L/Yr,,,
1653, Usa,"College of Business, University of Michigan-Dearborn, Dearborn","Michigan, Usa",₹28L/Yr,,,
1654, Usa,"Hough Graduate School of Business, Gainesville","Florida, Usa",₹34L/Yr,,,
1655, Usa,"Beacom School of Business, Vermillion","South Dakota, Usa",₹14L/Yr,,,
1656, Usa,"College of Business, Albany State University, Albany","Georgia, Usa",₹39L/Yr,,,
1657, Usa,"Fox School of Business and Management, Philadelphia","Pennsylvania, Usa",₹23L/Yr,,,
1658, Usa,"Alfred Lerner College of Business and Economics, The University of Delaware, Newark","Delaware, Usa",₹37L/Yr,,,
1659, Usa,"Rady School of Management, La Jolla","California, Usa",₹15L/Yr,,,
1660, Usa,"Weatherhead School of Management, Cleveland","Ohio, Usa",₹18L/Yr,,,
1661, Usa,"Darla Moore School of Business, Columbia","South Carolina, Usa",₹14L/Yr,,,
1662, Usa,"Sawyer Business School, Boston","Massachusetts, Usa",₹22L/Yr,,,
1663, Usa,"A. Gary Anderson Graduate School of Management, Riverside","California, Usa",₹38L/Yr,,,
1664, Usa,"College of Business, Northern Illinois University, DeKalb","Illinois, Usa",₹38L/Yr,,,
1665, Usa,"Muma College of Business, University of South Florida, Tampa","Florida, Usa",₹32L/Yr,,,
1666, Usa,"Carroll School of Management, Chestnut Hill","Massachusetts, Usa",₹35L/Yr,,,
1667, Usa,"Neeley School of Business, Fort Worth","Texas, Usa",₹38L/Yr,,,
1668, Usa,"Haub School of Business, Philadelphia","Pennsylvania, Usa",₹12L/Yr,,,
1669, Usa,"Masagung Graduate School of Management, San Francisco","California, Usa",₹47L/Yr,,,
1670, Usa,"Tobin College of Business, Jamaica","New York, Usa",₹47L/Yr,,,
1671, Usa,"Jack Welch Management Institute, Herndon","Virginia, Usa",₹46L/Yr,,,
1672, Usa,"College of Business, University of Texas at Arlington, Arlington","Texas, Usa",₹19L/Yr,,,
1673, Usa,"Saunders College of Business, Rochester","New York, Usa",₹7L/Yr,,,
1674, Usa,"Miami Business School, Coral Gables","Florida, Usa",₹16L/Yr,,,
1675, Usa,"School of Business, Wake Forest University, Winston-Salem","North Carolina, Usa",₹6L/Yr,,,
1676, Usa,"Golden Gate University, San Francisco","California, Usa",₹16L/Yr,,,
1677, Canada,"Booth University College, Winnipeg","Manitoba, Canada",₹18L/Yr,,,
1678, Australia,"Murdoch Institute of Technology, Perth","Western Australia, Australia",₹11L/Yr,,,
1679, Australia,"Australia Institute of Business and Technology, Brisbane","Queensland, Australia",₹16L/Yr,,,
1680, Australia,"Curtin College, Perth","Western Australia, Australia",₹17L/Yr,,,
1681, Australia,"La Trobe College, Melbourne","Victoria, Australia",₹9L/Yr,,,
1682, Australia,"Macleay College, Sydney","New South Wales, Australia",₹9L/Yr,,,
1683, Australia,"Sydney Institute of Business and Technology, Sydney","New South Wales, Australia",₹17L/Yr,,,
1684, Australia,"UOW College, Wollongong","New South Wales, Australia",₹9L/Yr,,,
1685, Australia,"Box Hill Institute, Melbourne","Victoria, Australia",₹20L/Yr,,,
1686, Usa,"California State University-Dominguez Hills, Carson","California, Usa",₹10L/Yr,,,
1687, Australia,"Monash College, Melbourne","Victoria, Australia",₹8L/Yr,,,
1688, Ireland,"Waterford Institute of Technology, Waterford","Waterford, Ireland",₹11L/Yr,,,
1689, Australia,"Asia Pacific International College, Sydney","New South Wales, Australia",₹17L/Yr,,,
1690, Australia,"TAFE Queensland, South Bank","Queensland, Australia",₹11L/Yr,,,
1691, Australia,"TAFE NSW, Sydney","New South Wales, Australia",₹6L/Yr,,,
1692, Australia,"Sae Institute, South Bank","Queensland, Australia",₹3L/Yr,,,
1693, Australia,"Deakin College, Melbourne","Victoria, Australia",₹16L/Yr,,,
1694, Australia,"Excelsia College, Port Macquarie","New South Wales, Australia",₹15L/Yr,,,
1695, Australia,"Holmes Institute (Cairns), Cairns","Queensland, Australia",₹38L/Yr,,,
1696, Australia,"Griffith College, Southport","Queensland, Australia",₹10L/Yr,,,
1697, Australia,"Holmes Institute - Melbourne, Melbourne","Victoria, Australia",₹17L/Yr,,,
1698, Australia,"Melbourne Institute of Technology, Melbourne","Victoria, Australia",₹11L/Yr,,,
1699, Australia,"Whitehouse Institute of Design, Sydney","New South Wales, Australia",₹22L/Yr,,,
1700, Canada,"Acsenda School of Management, Vancouver","British Columbia, Canada",₹7L/Yr,,,
1701, Canada,"Evergreen College, Toronto","Ontario, Canada",₹6L/Yr,,,
1702, Canada,"Niagara College Canada Welland, Toronto","Ontario, Canada",₹25L/Yr,,,
1703, Canada,"Oulton College, Moncton","Newbrunswick, Canada",₹9L/Yr,,,
1704, Canada,"Vancouver Film School, Vancouver","British Columbia, Canada",₹10L/Yr,,,
1705, Canada,"Brighton College, Burnaby","British Columbia, Canada",₹9L/Yr,,,
1706, Uk,"London School Of Business And Finance, London","England, Uk",₹33K/Yr,,,
1707, Usa,"Concordia University Chicago, River Forest","Illinois, Usa",₹11L/Yr,,,
1708, Canada,"Cypress College, Medicine Hat","Alberta, Canada",₹27L/Yr,,,
1709, Usa,"Foothill College, Los Altos Hills","California, Usa",₹8L/Yr,,,
1710, Malaysia,"Monash University Malaysia, Subang Jaya","Selangor, Malaysia",₹39L/Yr,,,
1711, Germany,"City University of Applied Sciences, Bremen","Bremen, Germany",₹1L/Yr,,,
1712, Ireland,"Griffith College Dublin, Dublin","Dublin, Ireland",₹12L/Yr,,,
1713, Usa,"Thomas College, Waterville","Maine, Usa",₹16L/Yr,,,
1714, Canada,"Toronto School Of Management, Toronto","Ontario, Canada",₹5L/Yr,,,
1715, Usa,"New York University Tandon School of Engineering, Brooklyn","New York, Usa",₹19L/Yr,,,
1716, Usa,"Nexford University, Washington","District Of Columbia, Usa",₹5L/Yr,,,
1717, Canada,"Trebas Institute, Montreal","Quebec, Canada",₹13L/Yr,,,
1718, Uk,"Amity University [IN], London","England, Uk",₹11L/Yr,,,
1719, Uae,"Amity University, Dubai","Dubai, Uae",₹2L/Yr,,,
1720, Uae,"BITS Pilani, Dubai","Dubai, Uae",₹4L/Yr,,,
1721, Uae,"University of Birmingham Dubai, Dubai","Dubai, Uae",₹11L/Yr,,,
1722, Uae,"University of Wollongong Dubai, Dubai","Dubai, Uae",₹9L/Yr,,,
1723, Uae,"Middlesex University Dubai, Dubai","Dubai, Uae",₹17L/Yr,,,
1724, Uae,"Westford University College, Sharjah","Sharjah, Uae",₹9L/Yr,,,
1725, Singapore,"Amity Global Institue, Singapore","Singapore, Singapore",₹24L/Yr,,,
1726, Uae,"Manipal Academy of Higher Education, Dubai","Dubai, Uae",₹15L/Yr,,,
1727, Uae,"IMT Business School Dubai, Dubai","Dubai, Uae",₹11L/Yr,,,
1728, Uae,"Gulf Medical University, Ajman","Ajman, Uae",₹6L/Yr,,,
1729, Canada,"Canadian College of Technology and Business, Vancouver","British Columbia, Canada",₹14L/Yr,,,
1730, France,"EDHEC Business School, Lille","Hauts-De-France, France",₹12L/Yr,,,
1731, France,"Neoma Business School, Paris","Ile-De-France, France",₹18L/Yr,,,
1732, France,"EMLYON Business School, Lyon","Auvergne-Rhone-Alpes, France",₹21L/Yr,,,
1733, France,"KEDGE Business School, Talence","New Aquitaine, France",₹14L/Yr,,,
1734, France,"Ecole Polytechnique, Valence","Auvergne-Rhone-Alpes, France",₹83L/Yr,,,
1735, France,"Paris School of Business, Paris","Ile-De-France, France",₹17L/Yr,,,
1736, France,"Rennes School of Business, Valence","Auvergne-Rhone-Alpes, France",₹3L/Yr,,,
1737, France,"Audencia Business School, Valence","Auvergne-Rhone-Alpes, France",₹17L/Yr,,,
1738, France,"IESEG School of Management, Lille","Hauts-De-France, France",₹7L/Yr,,,
1739, France,"INSEAD Business School, Evry","Ile-De-France, France",₹23L/Yr,,,
1740, Canada,"Fairleigh Dickinson University, Vancouver","British Columbia, Canada",₹18L/Yr,,,
1741, Uae,"De Montfort University, Dubai","Dubai, Uae",₹8L/Yr,,,
1742, France,"Skema Business School, Paris","Ile-De-France, France",₹15L/Yr,,,
1743, France,"IDRAC Business School, Paris","Ile-De-France, France",₹8L/Yr,,,
1744, Grenada,"St. George’s University School of Medicine, Grenada, true blue","St. George'S, Grenada",₹58L/Yr,,,
1745, Italy,"Accademia Costume e Moda, Rome","Lazio, Italy",₹12L/Yr,,,
1746, Italy,"IULM University, Milan","Apulia, Italy",₹21L/Yr,,,
1747, Italy,"Milano Fashion Institute, Milan","Apulia, Italy",₹5L/Yr,,,
1748, Italy,"ALMA, The International School of Italian Cuisine, Parma","Abruzzo, Italy",₹22L/Yr,,,
1749, Usa,"Cornell Tech, Ithaca","New York, Usa",₹38L/Yr,,,
1750, Canada,"Niagara College Canada, Niagara on the Lake, Toronto","Ontario, Canada",₹14L/Yr,,,
1751, Singapore,"James Cook University, Singapore","Singapore, Singapore",₹2L/Yr,,,
1752, Uk,"London Met University Online, London","England, Uk",₹9L/Yr,,,
1753, Hong Kong,"The Hong Kong Polytechnic University, School of Design, Hung Hom","Hong Kong, Hong Kong",₹10L/Yr,,,
1754, Canada,"New York Institute of Technology - Vancouver Campus, Vancouver","British Columbia, Canada",₹17L/Yr,,,
1755, New Zealand,"Wellington Institute of Technology, Petone","North Island, New Zealand",₹12L/Yr,,,
1756, Uk,"London Institute of Banking and Finance, London","England, Uk",₹9L/Yr,,,
1757, Singapore,"London School Of Business And Finance, Singapore","Singapore, Singapore",₹16L/Yr,,,
1758, Germany,"University of Europe for Applied Sciences, Iserlohn","North Rhine-Westphalia, Germany",₹5L/Yr,,,
1759, Usa,"Westcliff University, Irvine","California, Usa",₹16L/Yr,,,
1760, Canada,"IBT College Business Travel and Tourism Technology, Toronto","Ontario, Canada",₹17L/Yr,,,
1761, Canada,"Eton College, Vancouver","British Columbia, Canada",₹6L/Yr,,,
